customer_id,state,fav_tennis_player,age_group
U74481,Pennsylvania,Rafael Nadal,25-34
U74486,California,Novak Djokovic,25-34
U74488,California,Emma Raducanu,45+
U74503,Florida,Emma Raducanu,18-24
U74505,Illinois,Queen Serena,25-34
U74512,Florida,Rafael Nadal,18-24
U74517,California,Rafa,45+
U74520,New York,Emma Radunanucanunu,18-24
U74540,Texas,Roder Feedderer,18-24
U74547,Texas,Emma Raducanu,34-45
U74577,Texas,Rafa,25-34
U74587,US State,Queen Serena,18-24
U74591,Texas,Roder Feedderer,25-34
U74593,California,Roger Federer,25-34
U7460,New York,Emma Raducanu,34-45
U74613,California,Rafa,18-24
U74630,Pennsylvania,Rafa Nadal,18-24
U74634,Texas,Novak Djokovic,34-45
U74639,New York,Roger Federer,18-24
U7464,Texas,Rafa,25-34
U74640,Illinois,Rafa,45+
U74644,Florida,Roder Feedderer,18-24
U74679,New York,Roger Federer,18-24
U74689,New York,Emma Radunanucanunu,18-24
U74700,Pennsylvania,Novak Djokovic,45+
U74721,California,Rafael Nadal,45+
U74724,Ohio,Rafael Nadal,18-24
U74742,Florida,Rafa Nadal,45+
U74752,Ohio,Emma Radunanucanunu,34-45
U74762,Florida,Novak Djokovic,45+
U74764,US State,Rafa,25-34
U74778,New York,Rafa,18-24
U74788,Texas,Serena Williams,18-24
U74798,Texas,Serena Williams,25-34
U748,Ohio,Emma Raducanu,45+
U74800,Pennsylvania,Roger Federer,18-24
U74801,Florida,Roger Federer,18-24
U74844,Ohio,Serena Williams,18-24
U7486,Florida,Rafael Nadal,25-34
U74881,Florida,Roger Federer,18-24
U74902,California,Queen Serena,18-24
U74903,New York,Emma Raducanu,18-24
U74906,Illinois,Rafa Nadal,18-24
U74951,Illinois,Rafael Nadal,18-24
U74970,Illinois,Rafael Nadal,18-24
U74974,Ohio,Queen Serena,45+
U74989,New York,Queen Serena,25-34
U75017,Texas,Rafa,34-45
U75029,California,Serena Williams,18-24
U75030,Florida,Roder Feedderer,25-34
U75078,Texas,Rafael Nadal,45+
U75083,Texas,Rafa Nadal,18-24
U75100,Florida,Roger Federer,18-24
U75104,New York,Serena Williams,45+
U75122,Ohio,Novak Djokovic,25-34
U75143,California,Emma Radunanucanunu,25-34
U75149,Ohio,Queen Serena,18-24
U75173,Pennsylvania,Novak Djokovic,34-45
U75175,Ohio,Serena Williams,45+
U75189,California,Rafa,18-24
U752,Ohio,Rafa,18-24
U75200,Florida,Queen Serena,18-24
U75206,Pennsylvania,Novak Djokovic,25-34
U75233,California,Rafael Nadal,18-24
U75245,Pennsylvania,Queen Serena,34-45
U75255,New York,Roger Federer,34-45
U75261,Ohio,Serena Williams,34-45
U75266,Ohio,Rafael Nadal,25-34
U75267,Ohio,Rafael Nadal,45+
U75291,New York,Emma Radunanucanunu,25-34
U75316,Pennsylvania,Rafael Nadal,18-24
U75322,Pennsylvania,Rafa,34-45
U75332,New York,Emma Radunanucanunu,45+
U75335,New York,Roder Feedderer,45+
U75341,Pennsylvania,Emma Radunanucanunu,45+
U75353,Pennsylvania,Rafa,18-24
U75363,California,Emma Raducanu,18-24
U7538,Pennsylvania,Roder Feedderer,25-34
U75424,Texas,Rafa,18-24
U75435,California,Rafa,18-24
U75462,Pennsylvania,Roder Feedderer,18-24
U75480,New York,Serena Williams,25-34
U75484,Ohio,Roder Feedderer,34-45
U75498,Illinois,Roder Feedderer,18-24
U75517,Ohio,Novak Djokovic,34-45
U75519,Pennsylvania,Rafael Nadal,45+
U7552,US State,Serena Williams,18-24
U75549,California,Queen Serena,25-34
U7556,Ohio,Emma Radunanucanunu,45+
U75560,New York,Emma Raducanu,18-24
U75562,New York,Roder Feedderer,45+
U75567,Texas,Novak Djokovic,18-24
U75579,Ohio,Roger Federer,18-24
U75584,California,Emma Radunanucanunu,18-24
U75592,Texas,Rafa,25-34
U75604,Florida,Roger Federer,25-34
U75608,US State,Novak Djokovic,25-34
U75615,Pennsylvania,Rafa Nadal,34-45
U75616,Illinois,Serena Williams,45+
U75629,Pennsylvania,Rafa,45+
U75636,Illinois,Novak Djokovic,34-45
U7564,Florida,Serena Williams,34-45
U75667,Florida,Roger Federer,18-24
U75679,New York,Rafa,25-34
U757,Pennsylvania,Rafa,25-34
U75714,New York,Rafa,18-24
U75726,Texas,Emma Raducanu,18-24
U75751,Pennsylvania,Rafa,25-34
U75758,Illinois,Serena Williams,25-34
U75777,Texas,Roder Feedderer,18-24
U75799,California,Rafael Nadal,25-34
U758,California,Rafael Nadal,45+
U75807,New York,Rafa,45+
U75811,Illinois,Roger Federer,34-45
U75812,Illinois,Rafa,18-24
U75827,Ohio,Emma Radunanucanunu,45+
U75829,Florida,Novak Djokovic,45+
U7583,Pennsylvania,Serena Williams,18-24
U75854,Illinois,Roder Feedderer,18-24
U75864,Texas,Rafael Nadal,18-24
U75865,New York,Emma Radunanucanunu,18-24
U75869,Pennsylvania,Rafa Nadal,25-34
U75880,Pennsylvania,Rafa,18-24
U75881,California,Rafa Nadal,45+
U75887,Pennsylvania,Rafa,18-24
U75917,Ohio,Emma Raducanu,18-24
U75963,Illinois,Rafael Nadal,25-34
U75975,California,Emma Radunanucanunu,18-24
U75979,California,Roder Feedderer,18-24
U75981,Illinois,Emma Raducanu,34-45
U76003,New York,Emma Radunanucanunu,34-45
U76010,California,Roger Federer,18-24
U76014,California,Rafa,45+
U76035,Texas,Emma Raducanu,18-24
U76041,New York,Novak Djokovic,45+
U76074,New York,Rafael Nadal,45+
U76091,Texas,Emma Radunanucanunu,34-45
U76097,New York,Emma Radunanucanunu,45+
U761,California,Rafa,34-45
U76106,Florida,Rafa,18-24
U76144,Ohio,Rafa,18-24
U76147,New York,Emma Raducanu,45+
U7616,US State,Rafael Nadal,34-45
U76169,Pennsylvania,Novak Djokovic,45+
U7620,Pennsylvania,Rafael Nadal,18-24
U76213,New York,Rafael Nadal,18-24
U76252,Pennsylvania,Roder Feedderer,18-24
U76259,Florida,Emma Raducanu,25-34
U76326,California,Novak Djokovic,18-24
U76329,New York,Emma Radunanucanunu,18-24
U76350,Illinois,Serena Williams,25-34
U76355,California,Emma Raducanu,45+
U76363,California,Roder Feedderer,25-34
U76364,New York,Novak Djokovic,45+
U76387,California,Rafa Nadal,45+
U7641,New York,Rafael Nadal,34-45
U76421,Ohio,Emma Radunanucanunu,18-24
U76431,California,Rafael Nadal,45+
U7646,Ohio,Rafa,18-24
U76472,Texas,Queen Serena,34-45
U7649,Florida,Queen Serena,45+
U76509,Pennsylvania,Rafa,18-24
U76551,Texas,Rafa,25-34
U76559,Pennsylvania,Rafa Nadal,34-45
U76560,Florida,Queen Serena,34-45
U76573,Florida,Rafa Nadal,45+
U76581,California,Rafa Nadal,25-34
U76582,Texas,Emma Raducanu,45+
U76594,Florida,Emma Radunanucanunu,18-24
U76603,California,Emma Raducanu,34-45
U76604,Texas,Novak Djokovic,45+
U76641,Illinois,Emma Raducanu,34-45
U76656,New York,Serena Williams,18-24
U76675,Ohio,Rafael Nadal,45+
U7669,Florida,Rafael Nadal,18-24
U76703,Illinois,Roder Feedderer,34-45
U76715,New York,Rafael Nadal,18-24
U76732,California,Novak Djokovic,18-24
U76739,Florida,Roder Feedderer,18-24
U7674,Florida,Emma Radunanucanunu,18-24
U76741,Illinois,Serena Williams,25-34
U76763,Ohio,Rafa Nadal,34-45
U76765,Pennsylvania,Emma Raducanu,25-34
U76773,Texas,Rafa Nadal,18-24
U76777,Illinois,Rafa Nadal,18-24
U76781,Texas,Serena Williams,18-24
U76783,Pennsylvania,Serena Williams,34-45
U7680,Pennsylvania,Rafa,34-45
U76817,Pennsylvania,Rafa Nadal,25-34
U76862,California,Emma Raducanu,45+
U76872,New York,Roger Federer,45+
U76913,Florida,Emma Raducanu,25-34
U76930,Texas,Serena Williams,25-34
U76931,Florida,Rafa,18-24
U7698,Texas,Rafael Nadal,34-45
U77003,Ohio,Roger Federer,18-24
U77035,California,Queen Serena,18-24
U77039,Texas,Queen Serena,45+
U77047,Ohio,Emma Raducanu,18-24
U77050,New York,Emma Raducanu,18-24
U77070,Texas,Roder Feedderer,25-34
U77086,Illinois,Emma Radunanucanunu,34-45
U77113,Florida,Roger Federer,25-34
U77127,Illinois,Novak Djokovic,34-45
U77135,New York,Rafa,18-24
U77141,Illinois,Rafa,18-24
U77147,Illinois,Emma Raducanu,34-45
U7715,Texas,Roder Feedderer,18-24
U77154,Texas,Emma Raducanu,45+
U77158,Pennsylvania,Rafa,18-24
U7716,Pennsylvania,Emma Radunanucanunu,18-24
U77163,Texas,Rafael Nadal,25-34
U77171,Ohio,Rafa Nadal,34-45
U77180,Texas,Serena Williams,18-24
U77195,Texas,Novak Djokovic,45+
U77202,Illinois,Rafa Nadal,25-34
U77203,Pennsylvania,Roger Federer,25-34
U77212,Ohio,Rafa,45+
U77257,Florida,Emma Raducanu,34-45
U77268,Ohio,Serena Williams,18-24
U77281,Florida,Rafa,34-45
U77285,Texas,Emma Radunanucanunu,45+
U77289,California,Roger Federer,18-24
U7730,Florida,Rafael Nadal,18-24
U77300,California,Roger Federer,45+
U77309,New York,Rafa,45+
U77339,California,Novak Djokovic,18-24
U7734,Pennsylvania,Rafa Nadal,25-34
U7735,Ohio,Rafael Nadal,45+
U77359,Illinois,Rafa,18-24
U7741,Illinois,Serena Williams,18-24
U77413,New York,Rafa Nadal,18-24
U77442,Texas,Rafael Nadal,18-24
U77443,Illinois,Emma Raducanu,25-34
U7745,Illinois,Emma Raducanu,25-34
U77450,Illinois,Rafael Nadal,18-24
U77452,Texas,Emma Radunanucanunu,18-24
U77455,New York,Roder Feedderer,34-45
U77493,Florida,Roder Feedderer,18-24
U77518,US State,Rafa,45+
U77526,Pennsylvania,Rafa,34-45
U77536,Illinois,Emma Radunanucanunu,45+
U77540,Texas,Emma Radunanucanunu,34-45
U77542,New York,Queen Serena,18-24
U77561,California,Queen Serena,45+
U77569,California,Novak Djokovic,18-24
U776,New York,Queen Serena,25-34
U77603,Texas,Roder Feedderer,25-34
U77606,New York,Emma Raducanu,45+
U77616,Illinois,Rafa Nadal,45+
U77645,New York,Roder Feedderer,18-24
U7766,Pennsylvania,Emma Raducanu,25-34
U77661,Florida,Emma Radunanucanunu,34-45
U77662,Florida,Rafael Nadal,18-24
U77680,Pennsylvania,Emma Radunanucanunu,18-24
U7769,Texas,Roger Federer,25-34
U77694,California,Emma Radunanucanunu,25-34
U77710,Pennsylvania,Roder Feedderer,45+
U77719,Florida,Rafael Nadal,18-24
U77735,Ohio,Rafa,45+
U77739,California,Roger Federer,34-45
U77741,New York,Rafael Nadal,18-24
U77746,Ohio,Roger Federer,34-45
U77747,Florida,Roder Feedderer,18-24
U77792,New York,Serena Williams,45+
U77804,Ohio,Emma Radunanucanunu,18-24
U77815,Ohio,Roder Feedderer,45+
U77835,Ohio,Rafa,18-24
U77864,California,Rafa,25-34
U77870,New York,Rafael Nadal,34-45
U77874,New York,Rafa Nadal,18-24
U77880,Pennsylvania,Roder Feedderer,18-24
U77894,Ohio,Roger Federer,25-34
U77938,Ohio,Serena Williams,34-45
U77963,Ohio,Queen Serena,18-24
U77979,Ohio,Emma Raducanu,25-34
U77981,New York,Emma Raducanu,18-24
U77983,California,Rafa,18-24
U77984,New York,Rafa,18-24
U78012,Pennsylvania,Rafael Nadal,18-24
U7804,Pennsylvania,Rafa Nadal,18-24
U78043,Pennsylvania,Novak Djokovic,25-34
U78050,Illinois,Roder Feedderer,18-24
U78058,Illinois,Queen Serena,25-34
U78069,Texas,Rafael Nadal,25-34
U781,New York,Roder Feedderer,45+
U78140,Pennsylvania,Emma Raducanu,18-24
U78148,Pennsylvania,Roger Federer,18-24
U78178,California,Rafa Nadal,25-34
U7818,Pennsylvania,Rafael Nadal,18-24
U78200,Texas,Emma Radunanucanunu,25-34
U78235,Illinois,Serena Williams,34-45
U78244,New York,Emma Raducanu,18-24
U78271,Texas,Rafael Nadal,34-45
U78294,Pennsylvania,Rafa,18-24
U78305,Texas,Serena Williams,34-45
U7831,US State,Roder Feedderer,34-45
U78311,New York,Roder Feedderer,18-24
U78321,Texas,Roger Federer,18-24
U78323,Illinois,Emma Radunanucanunu,18-24
U7833,California,Rafa,34-45
U78335,Illinois,Roger Federer,45+
U78337,California,Emma Radunanucanunu,25-34
U7834,New York,Rafael Nadal,45+
U78349,Pennsylvania,Queen Serena,45+
U78375,Ohio,Roder Feedderer,18-24
U78388,Pennsylvania,Emma Raducanu,18-24
U78389,Pennsylvania,Roger Federer,25-34
U78401,California,Queen Serena,45+
U78404,Pennsylvania,Queen Serena,25-34
U78423,Texas,Rafael Nadal,18-24
U78426,Texas,Rafael Nadal,34-45
U78458,Illinois,Emma Raducanu,45+
U78460,Pennsylvania,Serena Williams,18-24
U78465,Illinois,Roger Federer,18-24
U7847,Florida,Novak Djokovic,45+
U78470,Illinois,Rafa,34-45
U78477,Florida,Novak Djokovic,45+
U78479,New York,Serena Williams,45+
U78485,California,Rafa,45+
U78502,Pennsylvania,Emma Radunanucanunu,25-34
U78512,New York,Rafa,18-24
U78530,Texas,Queen Serena,18-24
U78543,Illinois,Rafa,45+
U78546,Ohio,Rafael Nadal,25-34
U78555,Ohio,Emma Raducanu,25-34
U78562,Ohio,Emma Radunanucanunu,18-24
U78594,US State,Serena Williams,34-45
U78600,Pennsylvania,Rafa,34-45
U78602,Pennsylvania,Emma Raducanu,18-24
U78609,Pennsylvania,Rafael Nadal,34-45
U78615,Texas,Emma Raducanu,45+
U78625,Ohio,Rafael Nadal,34-45
U78641,Ohio,Serena Williams,18-24
U78647,Illinois,Rafa Nadal,34-45
U78658,California,Rafael Nadal,45+
U78683,Texas,Novak Djokovic,18-24
U78721,California,Emma Raducanu,34-45
U78738,Ohio,Novak Djokovic,45+
U78746,Ohio,Queen Serena,18-24
U78747,Illinois,Rafa,18-24
U78778,California,Serena Williams,25-34
U7879,Illinois,Rafa,18-24
U78802,Illinois,Roder Feedderer,25-34
U78812,Illinois,Emma Radunanucanunu,45+
U78827,New York,Roger Federer,18-24
U7883,Ohio,Serena Williams,45+
U78895,Ohio,Emma Raducanu,34-45
U78898,Ohio,Rafa,18-24
U78918,New York,Rafa,18-24
U78939,California,Roder Feedderer,45+
U78964,Florida,Roger Federer,45+
U7897,Texas,Emma Radunanucanunu,34-45
U78980,Texas,Rafa,18-24
U78981,California,Rafa,18-24
U78987,Pennsylvania,Rafael Nadal,34-45
U79014,Florida,Rafa Nadal,18-24
U79017,California,Roder Feedderer,45+
U79031,New York,Rafael Nadal,25-34
U79037,Florida,Rafael Nadal,18-24
U79041,Ohio,Rafa Nadal,25-34
U79066,Pennsylvania,Rafa Nadal,25-34
U79069,Pennsylvania,Roger Federer,18-24
U79074,Texas,Queen Serena,25-34
U79075,California,Rafa Nadal,18-24
U79138,Illinois,Emma Radunanucanunu,34-45
U79139,California,Rafa Nadal,25-34
U7915,Florida,Rafa,45+
U79165,Texas,Rafa Nadal,45+
U79167,Texas,Rafa,45+
U79174,Pennsylvania,Novak Djokovic,45+
U79203,New York,Emma Radunanucanunu,18-24
U7921,New York,Rafa,18-24
U79231,Florida,Rafa Nadal,25-34
U79232,California,Serena Williams,18-24
U79296,New York,Novak Djokovic,45+
U7930,Texas,Roger Federer,45+
U79306,New York,Rafa,45+
U79317,New York,Emma Raducanu,34-45
U79351,New York,Emma Radunanucanunu,25-34
U79379,New York,Rafael Nadal,18-24
U79380,Pennsylvania,Emma Raducanu,45+
U79415,Ohio,Serena Williams,34-45
U7944,Ohio,Queen Serena,18-24
U79449,Florida,Queen Serena,18-24
U79469,Pennsylvania,Roder Feedderer,45+
U79499,Pennsylvania,Novak Djokovic,18-24
U79505,New York,Roder Feedderer,34-45
U79508,Pennsylvania,Novak Djokovic,18-24
U79535,Texas,Rafael Nadal,45+
U79543,New York,Emma Raducanu,45+
U79557,Texas,Roger Federer,34-45
U79592,New York,Queen Serena,45+
U79598,Florida,Rafa Nadal,18-24
U79604,Florida,Serena Williams,45+
U79616,Illinois,Rafa,18-24
U79622,Texas,Rafael Nadal,18-24
U79628,Ohio,Emma Radunanucanunu,18-24
U79649,Texas,Roger Federer,18-24
U7966,Ohio,Roger Federer,18-24
U79669,Ohio,Rafael Nadal,18-24
U79696,New York,Rafa,45+
U79708,New York,Rafa Nadal,45+
U79713,Ohio,Queen Serena,18-24
U7972,Ohio,Rafa,18-24
U79732,Florida,Roger Federer,25-34
U79733,Illinois,Emma Raducanu,34-45
U79734,California,Queen Serena,34-45
U79759,Illinois,Serena Williams,25-34
U7976,Texas,Emma Radunanucanunu,25-34
U79762,Florida,Rafa,18-24
U79763,Illinois,Novak Djokovic,34-45
U79792,New York,Rafa,25-34
U7982,Illinois,Serena Williams,25-34
U7983,California,Rafael Nadal,45+
U79835,Florida,Rafa Nadal,25-34
U7984,Ohio,Rafael Nadal,45+
U79862,Florida,Emma Raducanu,18-24
U79873,Texas,Rafa Nadal,18-24
U79895,New York,Emma Raducanu,18-24
U799,Florida,Roder Feedderer,45+
U79905,Florida,Roger Federer,25-34
U79934,Pennsylvania,Roger Federer,45+
U7994,Florida,Emma Radunanucanunu,18-24
U79941,Pennsylvania,Roger Federer,18-24
U79954,California,Rafael Nadal,45+
U79956,Texas,Rafa,18-24
U79967,Illinois,Roger Federer,34-45
U7997,California,Rafael Nadal,34-45
U79970,Florida,Emma Radunanucanunu,34-45
U79998,Florida,Emma Radunanucanunu,34-45
U80,Ohio,Emma Radunanucanunu,45+
U80000,New York,Emma Radunanucanunu,18-24
U80002,Florida,Serena Williams,18-24
U80006,Florida,Novak Djokovic,45+
U80010,Ohio,Novak Djokovic,18-24
U80011,California,Rafa,18-24
U80013,California,Rafa,34-45
U80020,Ohio,Novak Djokovic,25-34
U80025,New York,Emma Radunanucanunu,18-24
U80026,Pennsylvania,Emma Raducanu,34-45
U80050,Illinois,Queen Serena,18-24
U80058,New York,Novak Djokovic,25-34
U80065,Florida,Roder Feedderer,18-24
U80069,Illinois,Emma Radunanucanunu,25-34
U80083,Texas,Emma Raducanu,18-24
U80085,Texas,Rafa,45+
U80087,Pennsylvania,Rafa,34-45
U80109,California,Roger Federer,18-24
U80131,Ohio,Rafael Nadal,34-45
U8015,New York,Emma Raducanu,25-34
U80167,Texas,Emma Radunanucanunu,34-45
U80173,Pennsylvania,Novak Djokovic,25-34
U80206,New York,Rafael Nadal,25-34
U80224,New York,Queen Serena,18-24
U80228,Pennsylvania,Roger Federer,18-24
U80231,California,Serena Williams,45+
U80240,Pennsylvania,Rafael Nadal,18-24
U80282,New York,Emma Raducanu,34-45
U80289,New York,Serena Williams,34-45
U80290,Illinois,Emma Raducanu,34-45
U80299,Ohio,Rafael Nadal,34-45
U80326,New York,Emma Raducanu,34-45
U80333,Illinois,Rafa,25-34
U80341,Florida,Roder Feedderer,25-34
U80342,Ohio,Novak Djokovic,34-45
U80347,Ohio,Serena Williams,45+
U80353,New York,Rafa,18-24
U80357,Florida,Emma Raducanu,18-24
U80362,Pennsylvania,Emma Radunanucanunu,25-34
U80369,Pennsylvania,Rafa,34-45
U80379,New York,Rafael Nadal,25-34
U80383,Illinois,Rafael Nadal,18-24
U80390,Florida,Roder Feedderer,34-45
U8040,Texas,Emma Radunanucanunu,45+
U80409,Florida,Queen Serena,18-24
U80416,Pennsylvania,Rafael Nadal,34-45
U80419,New York,Rafael Nadal,45+
U80422,New York,Rafa,45+
U80436,Pennsylvania,Roder Feedderer,34-45
U80454,California,Roger Federer,25-34
U80484,Illinois,Emma Raducanu,18-24
U80496,Florida,Rafa,25-34
U80527,Pennsylvania,Emma Radunanucanunu,18-24
U80535,New York,Serena Williams,34-45
U80543,California,Novak Djokovic,45+
U80578,Illinois,Emma Radunanucanunu,18-24
U80599,Ohio,Roder Feedderer,18-24
U80630,Illinois,Novak Djokovic,25-34
U80667,Florida,Novak Djokovic,45+
U80674,New York,Rafa,25-34
U80683,California,Emma Raducanu,25-34
U80687,Texas,Serena Williams,45+
U80695,Illinois,Rafael Nadal,45+
U80707,Ohio,Roder Feedderer,18-24
U80717,California,Novak Djokovic,18-24
U8072,US State,Queen Serena,25-34
U80727,Ohio,Novak Djokovic,18-24
U8073,Florida,Novak Djokovic,34-45
U80730,Florida,Emma Raducanu,18-24
U80744,Pennsylvania,Rafa,25-34
U80749,Texas,Rafael Nadal,45+
U80752,Florida,Rafael Nadal,34-45
U80762,California,Rafa,18-24
U80790,New York,Serena Williams,25-34
U80793,California,Queen Serena,18-24
U80819,Florida,Emma Radunanucanunu,25-34
U80826,Ohio,Novak Djokovic,25-34
U80827,New York,Rafa,18-24
U80829,Pennsylvania,Rafael Nadal,25-34
U80834,Texas,Serena Williams,25-34
U80842,California,Rafa Nadal,18-24
U80845,Illinois,Emma Radunanucanunu,45+
U80854,Florida,Rafa Nadal,45+
U80862,Illinois,Roder Feedderer,18-24
U80868,Pennsylvania,Emma Radunanucanunu,18-24
U8087,Pennsylvania,Roder Feedderer,18-24
U80874,Texas,Queen Serena,18-24
U80882,California,Queen Serena,45+
U80899,New York,Rafa Nadal,18-24
U80908,California,Roder Feedderer,18-24
U8091,Ohio,Queen Serena,45+
U80942,New York,Novak Djokovic,34-45
U80946,New York,Serena Williams,18-24
U80982,Pennsylvania,Rafa Nadal,34-45
U80988,Florida,Emma Radunanucanunu,45+
U80999,New York,Novak Djokovic,45+
U81002,Ohio,Roger Federer,25-34
U81003,Texas,Rafa Nadal,34-45
U81013,Ohio,Rafael Nadal,25-34
U81042,Ohio,Serena Williams,18-24
U81043,Pennsylvania,Rafael Nadal,45+
U81051,US State,Rafa,18-24
U81054,Pennsylvania,Novak Djokovic,25-34
U81062,Florida,Serena Williams,34-45
U81068,Pennsylvania,Emma Radunanucanunu,25-34
U81092,California,Serena Williams,45+
U81096,Illinois,Rafa Nadal,25-34
U81100,Ohio,Novak Djokovic,34-45
U81102,Texas,Serena Williams,18-24
U8111,Pennsylvania,Novak Djokovic,18-24
U81110,Ohio,Queen Serena,34-45
U81111,California,Queen Serena,18-24
U81117,New York,Queen Serena,45+
U81129,Pennsylvania,Rafa,34-45
U81134,Florida,Rafa,18-24
U81136,Texas,Rafa Nadal,34-45
U81141,Texas,Rafael Nadal,18-24
U81152,US State,Novak Djokovic,18-24
U81227,Illinois,Serena Williams,18-24
U81229,Illinois,Queen Serena,18-24
U81246,Texas,Rafa,18-24
U81256,Ohio,Rafa Nadal,34-45
U81257,Texas,Rafael Nadal,34-45
U81264,California,Serena Williams,25-34
U81300,New York,Roder Feedderer,25-34
U81334,Texas,Roger Federer,18-24
U81336,New York,Roder Feedderer,18-24
U81339,Ohio,Queen Serena,34-45
U81386,Pennsylvania,Roger Federer,34-45
U81392,New York,Emma Radunanucanunu,18-24
U81403,New York,Serena Williams,18-24
U81408,Ohio,Serena Williams,18-24
U81412,Ohio,Rafa,25-34
U81428,Ohio,Serena Williams,18-24
U81429,Ohio,Emma Raducanu,34-45
U8145,New York,Emma Radunanucanunu,25-34
U81458,California,Serena Williams,25-34
U81486,Illinois,Emma Raducanu,34-45
U81499,Ohio,Rafael Nadal,45+
U8150,Ohio,Rafa,45+
U81505,New York,Rafa,25-34
U81514,Illinois,Rafa Nadal,18-24
U81526,Pennsylvania,Roger Federer,25-34
U81532,California,Rafael Nadal,34-45
U81547,Texas,Novak Djokovic,18-24
U81553,Ohio,Emma Radunanucanunu,18-24
U81569,Illinois,Rafa,45+
U8157,Florida,Roger Federer,34-45
U81571,Pennsylvania,Rafa,18-24
U81573,California,Novak Djokovic,34-45
U81604,California,Rafael Nadal,18-24
U81640,Illinois,Rafa,25-34
U81650,Florida,Rafa Nadal,34-45
U81654,Florida,Emma Raducanu,45+
U81688,Texas,Rafa,34-45
U81698,California,Rafa Nadal,25-34
U81711,Florida,Emma Raducanu,18-24
U81735,California,Roger Federer,18-24
U81740,New York,Rafael Nadal,25-34
U81742,New York,Rafael Nadal,25-34
U81746,New York,Emma Raducanu,45+
U81801,Florida,Novak Djokovic,34-45
U81805,Illinois,Rafael Nadal,34-45
U81807,Florida,Roder Feedderer,45+
U81814,Florida,Emma Raducanu,34-45
U8182,Pennsylvania,Rafa Nadal,18-24
U81820,California,Rafael Nadal,18-24
U81829,California,Queen Serena,45+
U81843,Ohio,Rafael Nadal,45+
U81870,New York,Emma Radunanucanunu,18-24
U81881,Illinois,Roder Feedderer,34-45
U81884,California,Novak Djokovic,45+
U81899,Ohio,Rafa,25-34
U81903,Florida,Roder Feedderer,25-34
U81905,Illinois,Serena Williams,45+
U81924,Pennsylvania,Serena Williams,18-24
U81946,Pennsylvania,Serena Williams,34-45
U81947,Texas,Rafa,34-45
U81963,Texas,Rafa,18-24
U81980,Illinois,Serena Williams,18-24
U81982,Ohio,Queen Serena,45+
U81985,Texas,Emma Raducanu,45+
U82051,Illinois,Roger Federer,34-45
U82069,Pennsylvania,Serena Williams,34-45
U82074,Pennsylvania,Rafa Nadal,25-34
U82085,New York,Rafa Nadal,25-34
U82097,Ohio,Roder Feedderer,34-45
U82100,Illinois,Rafael Nadal,25-34
U82116,Florida,Emma Radunanucanunu,25-34
U82118,Illinois,Rafa,25-34
U82122,Texas,Roder Feedderer,18-24
U82123,New York,Rafa,34-45
U82151,Ohio,Rafa,45+
U8216,California,Serena Williams,18-24
U82164,Texas,Roger Federer,25-34
U82167,Texas,Emma Radunanucanunu,45+
U82169,Ohio,Queen Serena,34-45
U82174,Illinois,Rafael Nadal,18-24
U82198,Texas,Rafa,18-24
U82205,Pennsylvania,Rafa Nadal,18-24
U82208,California,Roder Feedderer,34-45
U82212,Illinois,Rafa Nadal,45+
U82219,Pennsylvania,Rafa,34-45
U82224,California,Rafa Nadal,18-24
U8224,Florida,Novak Djokovic,18-24
U82245,California,Emma Radunanucanunu,34-45
U82264,Ohio,Rafa,18-24
U82279,Pennsylvania,Serena Williams,34-45
U8228,Texas,Queen Serena,18-24
U82303,Pennsylvania,Rafa Nadal,25-34
U82325,New York,Rafa,34-45
U82347,Texas,Serena Williams,34-45
U82365,New York,Rafael Nadal,45+
U82375,Texas,Novak Djokovic,18-24
U82383,Texas,Roder Feedderer,25-34
U82386,Ohio,Serena Williams,18-24
U82404,Texas,Roger Federer,18-24
U82410,Pennsylvania,Roger Federer,34-45
U82412,Florida,Roger Federer,18-24
U82414,Ohio,Rafa,18-24
U82415,Illinois,Roder Feedderer,34-45
U82427,Pennsylvania,Roger Federer,34-45
U82432,Florida,Rafa,25-34
U82435,Illinois,Emma Raducanu,25-34
U8245,Illinois,Rafael Nadal,45+
U82454,Pennsylvania,Emma Raducanu,18-24
U82482,Texas,Roder Feedderer,18-24
U82503,US State,Rafa,45+
U82531,New York,Novak Djokovic,18-24
U82532,Florida,Rafael Nadal,25-34
U82536,New York,Serena Williams,18-24
U82550,Illinois,Serena Williams,45+
U82554,Ohio,Serena Williams,25-34
U82559,Florida,Rafa,34-45
U82567,New York,Rafael Nadal,25-34
U82570,Pennsylvania,Rafael Nadal,45+
U82575,Texas,Serena Williams,45+
U8258,Pennsylvania,Rafa,45+
U82586,Illinois,Serena Williams,34-45
U82587,Texas,Emma Raducanu,18-24
U82591,Illinois,Novak Djokovic,18-24
U82595,New York,Roder Feedderer,18-24
U82609,New York,Rafa,18-24
U82610,Texas,Roger Federer,18-24
U82656,Ohio,Serena Williams,18-24
U82663,Illinois,Roder Feedderer,18-24
U82669,Pennsylvania,Serena Williams,18-24
U82678,Ohio,Roder Feedderer,18-24
U82690,New York,Roder Feedderer,34-45
U82713,Pennsylvania,Emma Radunanucanunu,34-45
U82722,Ohio,Novak Djokovic,34-45
U8275,Illinois,Roder Feedderer,18-24
U82764,Pennsylvania,Rafa,34-45
U82797,Texas,Emma Raducanu,34-45
U82799,New York,Serena Williams,45+
