order_item_id,order_id,product_id,created_at,shipped_at,delivered_at,returned_at,sale_price
OI151008,O104057,P007,2020-10-27,2020-10-27,2020-10-30,,29.9899998
OI151151,O104148,P004,2022-01-25,2022-01-26,2022-01-29,,25.0
OI151302,O104251,P002,2020-05-17,2020-05-19,2020-05-22,,29.9899998
OI151953,O104700,P007,2022-10-27,2022-10-27,2022-10-28,,29.9899998
OI155189,O106917,P008,2022-09-22,2022-09-22,2022-09-26,,29.9899998
OI156810,O108055,P007,2023-04-07,2023-04-09,2023-04-14,,29.9899998
OI159029,O109594,P003,2023-06-28,2023-06-30,2023-07-03,,29.9899998
OI160331,O110500,P008,2021-09-12,2021-09-11,2021-09-13,,29.9899998
OI160988,O110952,P004,2022-10-17,2022-10-19,2022-10-24,,25.0
OI163531,O112696,P007,2023-06-25,2023-06-26,2023-06-26,,29.9899998
OI164957,O113664,P010,2022-06-11,2022-06-12,2022-06-16,,29.9899998
OI166922,O114991,P003,2021-01-05,2021-01-05,2021-01-07,,29.9899998
OI168789,O116273,P002,2021-07-22,2021-07-24,2021-07-25,,29.9899998
OI170757,O117615,P002,2021-06-08,2021-06-08,2021-06-08,,29.9899998
OI173681,O119629,P007,2023-01-30,2023-01-29,2023-01-30,,29.9899998
OI174829,O120440,P002,2023-02-22,2023-02-23,2023-02-26,,29.9899998
OI180034,O124033,P011,2022-12-02,2022-12-03,2022-12-04,,29.9899998
OI181046,O124751,P007,2023-06-05,2023-06-06,2023-06-07,,29.9899998
OI7565,O5189,P006,2022-09-10,2022-09-12,2022-09-13,2022-09-15,29.9899998
OI12450,O8555,P011,2021-10-29,2021-10-30,2021-10-31,2021-11-03,29.9899998
OI27324,O18771,P002,2023-01-06,2023-01-04,2023-01-08,2023-01-10,29.9899998
OI34528,O23744,P002,2022-07-26,2022-07-26,2022-07-27,2022-07-28,29.9899998
OI52804,O36268,P006,2021-11-18,2021-11-18,2021-11-20,2021-11-22,29.9899998
OI108919,O75134,P008,2022-07-01,2022-07-02,2022-07-06,2022-07-09,29.9899998
OI110210,O76022,P003,2023-06-05,2023-06-03,2023-06-05,2023-06-08,29.9899998
OI115549,O79691,P006,2023-05-26,2023-05-26,2023-05-31,2023-06-01,29.9899998
OI116677,O80484,P011,2022-10-15,2022-10-15,2022-10-18,2022-10-20,29.9899998
OI125042,O86261,P002,2019-10-27,2019-10-28,2019-10-29,2019-10-31,29.9899998
OI155842,O107373,P006,2023-04-16,2023-04-17,2023-04-19,2023-04-22,29.9899998
OI172581,O118837,P010,2022-08-19,2022-08-20,2022-08-23,2022-08-25,29.9899998
OI174474,O120197,P010,2023-05-04,2023-05-06,2023-05-10,2023-05-13,29.9899998
OI962,O637,P003,2023-06-24,,,,29.9899998
OI16527,O11388,P002,2020-11-16,,,,29.9899998
OI18526,O12743,P010,2022-10-31,,,,29.9899998
OI25455,O17504,P003,2023-06-27,,,,29.9899998
OI30986,O21302,P002,2023-06-22,,,,29.9899998
OI39579,O27231,P010,2023-06-28,,,,29.9899998
OI45398,O31225,P008,2021-12-23,,,,29.9899998
OI59428,O40846,P003,2022-05-12,,,,29.9899998
OI59859,O41140,P010,2023-06-19,,,,29.9899998
OI61131,O42041,P006,2023-06-28,,,,29.9899998
OI76707,O52804,P002,2022-11-26,,,,29.9899998
OI78949,O54356,P007,2021-03-18,,,,29.9899998
OI85632,O59033,P007,2023-04-14,,,,29.9899998
OI88479,O61038,P002,2023-04-04,,,,29.9899998
OI90447,O62401,P003,2022-02-19,,,,29.9899998
OI101798,O70191,P003,2023-03-25,,,,29.9899998
OI105315,O72657,P002,2022-02-26,,,,29.9899998
OI107548,O74192,P008,2020-07-01,,,,29.9899998
OI108884,O75112,P002,2023-06-29,,,,29.9899998
OI125503,O86582,P006,2023-05-20,,,,29.9899998
OI126819,O87489,P003,2023-06-16,,,,29.9899998
OI134753,O92971,P002,2023-06-12,,,,29.9899998
OI135075,O93182,P003,2023-03-17,,,,29.9899998
OI147815,O101889,P011,2022-07-23,,,,29.9899998
OI152101,O104800,P011,2023-04-22,,,,29.9899998
OI152152,O104830,P003,2019-07-24,,,,29.9899998
OI154769,O106630,P002,2022-12-20,,,,29.9899998
OI167758,O115556,P002,2023-03-06,,,,29.9899998
OI171179,O117897,P002,2023-04-28,,,,29.9899998
OI1588,O1077,P007,2022-01-01,,,,29.9899998
OI4463,O3050,P003,2019-08-01,,,,29.9899998
OI12224,O8398,P007,2019-08-03,,,,29.9899998
OI16323,O11254,P004,2023-05-23,,,,25.0
OI31220,O21465,P011,2023-05-13,,,,29.9899998
OI32476,O22330,P003,2022-10-20,,,,29.9899998
OI43308,O29792,P006,2019-09-14,,,,29.9899998
OI47327,O32572,P004,2022-04-19,,,,25.0
OI49415,O33994,P008,2020-05-12,,,,29.9899998
OI56164,O38577,P010,2022-05-27,,,,29.9899998
OI62860,O43225,P004,2020-08-15,,,,25.0
OI67342,O46374,P008,2022-05-04,,,,29.9899998
OI68811,O47393,P002,2020-01-28,,,,29.9899998
OI70331,O48408,P004,2021-04-10,,,,25.0
OI70412,O48460,P007,2021-02-15,,,,29.9899998
OI70631,O48614,P002,2023-05-17,,,,29.9899998
OI76803,O52861,P003,2022-05-26,,,,29.9899998
OI77265,O53194,P010,2021-08-07,,,,29.9899998
OI78280,O53889,P002,2023-06-08,,,,29.9899998
OI80583,O55513,P004,2023-02-10,,,,25.0
OI81206,O55942,P007,2022-11-05,,,,29.9899998
OI86183,O59433,P002,2022-11-28,,,,29.9899998
OI86694,O59798,P011,2023-03-31,,,,29.9899998
OI99630,O68695,P011,2022-10-22,,,,29.9899998
OI102581,O70739,P002,2023-06-16,,,,29.9899998
OI105244,O72611,P007,2020-12-17,,,,29.9899998
OI106084,O73193,P007,2023-01-19,,,,29.9899998
OI110031,O75901,P002,2022-06-18,,,,29.9899998
OI111266,O76745,P007,2022-11-21,,,,29.9899998
OI118262,O81602,P007,2021-08-19,,,,29.9899998
OI140521,O96861,P011,2021-10-22,,,,29.9899998
OI145589,O100355,P002,2022-08-08,,,,29.9899998
OI147706,O101817,P006,2022-12-05,,,,29.9899998
OI149679,O103164,P003,2023-06-23,,,,29.9899998
OI159835,O110138,P007,2023-06-28,,,,29.9899998
OI162100,O111712,P002,2022-12-13,,,,29.9899998
OI167102,O115115,P003,2022-08-20,,,,29.9899998
OI169571,O116791,P002,2022-10-05,,,,29.9899998
OI170103,O117151,P010,2023-04-15,,,,29.9899998
OI173459,O119478,P002,2020-10-20,,,,29.9899998
OI176094,O121329,P011,2022-08-05,,,,29.9899998
OI6113,O4185,P002,2022-03-18,2022-03-20,,,30.9899998
OI76207,O52467,P007,2023-06-29,2023-06-29,,,30.9899998
OI81311,O56001,P002,2023-03-21,2023-03-21,,,30.9899998
OI144520,O99612,P002,2023-03-26,2023-03-25,,,30.9899998
OI150390,O103638,P006,2023-06-13,2023-06-13,,,30.9899998
OI157815,O108749,P006,2022-04-01,2022-04-03,,,30.9899998
OI163152,O112453,P007,2022-03-18,2022-03-19,,,30.9899998
OI81345,O56025,P002,2023-05-17,2023-05-16,2023-05-20,,30.9899998
OI83925,O57807,P006,2023-05-20,2023-05-18,2023-05-19,,30.9899998
OI166601,O114788,P002,2023-02-18,2023-02-14,2023-02-19,,30.9899998
OI78584,O54106,P007,2021-04-23,2021-04-21,2021-04-22,2021-04-23,30.9899998
OI141928,O97855,P002,2021-08-30,2021-08-31,2021-09-03,2021-09-04,30.9899998
OI147027,O101339,P007,2023-03-15,,,,30.9899998
OI7024,O4799,P007,2021-12-31,,,,30.9899998
OI57985,O39834,P002,2022-07-31,,,,30.9899998
OI105163,O72556,P006,2019-05-31,,,,30.9899998
OI142157,O97997,P007,2021-12-28,,,,30.9899998
OI175711,O121058,P006,2022-10-11,,,,30.9899998
OI10344,O7085,P004,2023-03-20,2023-03-22,,,25.0
OI20961,O14410,P010,2022-12-06,2022-12-04,,,31.9899998
OI25888,O17794,P010,2023-02-03,2023-02-05,,,31.9899998
OI33626,O23123,P004,2022-11-19,2022-11-20,,,25.0
OI37879,O26055,P004,2022-12-19,2022-12-21,,,25.0
OI39095,O26899,P010,2021-11-11,2021-11-12,,,31.9899998
OI51427,O35329,P008,2020-07-04,2020-07-06,,,31.9899998
OI104568,O72142,P004,2019-05-06,2019-05-07,,,25.0
OI108672,O74966,P004,2021-02-28,2021-03-03,,,25.0
OI152982,O105399,P008,2023-04-27,2023-04-26,,,31.9899998
OI172820,O119011,P010,2023-06-28,2023-06-30,,,31.9899998
OI4924,O3362,P010,2019-10-20,2019-10-22,2019-10-26,,31.9899998
OI29904,O20551,P008,2022-09-12,2022-09-14,2022-09-19,,31.9899998
OI82977,O57150,P004,2023-01-28,2023-01-31,2023-02-03,,25.0
OI92480,O63789,P008,2023-04-22,2023-04-24,2023-04-27,,31.9899998
OI111573,O76967,P008,2021-04-27,2021-04-28,2021-05-02,,31.9899998
OI116821,O80588,P010,2021-07-11,2021-07-14,2021-07-18,,31.9899998
OI119747,O82611,P008,2021-08-16,2021-08-18,2021-08-18,,31.9899998
OI127221,O87761,P008,2022-07-17,2022-07-19,2022-07-19,,31.9899998
OI154443,O106398,P008,2023-06-28,2023-06-29,2023-07-04,,31.9899998
OI171949,O118406,P004,2023-05-06,2023-05-08,2023-05-10,,25.0
OI164250,O113174,P010,2023-01-28,2023-01-30,2023-02-03,2023-02-06,31.9899998
OI17041,O11734,P010,2023-05-08,,,,31.9899998
OI97219,O67083,P010,2023-06-24,,,,31.9899998
OI117639,O81171,P008,2023-02-21,,,,31.9899998
OI1771,O1197,P004,2019-08-14,,,,25.0
OI26829,O18439,P010,2022-10-07,,,,31.9899998
OI66501,O45792,P010,2023-06-06,,,,31.9899998
OI122125,O84258,P004,2023-01-13,,,,25.0
OI154222,O106244,P008,2021-06-16,,,,31.9899998
OI156659,O107949,P008,2023-06-09,,,,31.9899998
OI165333,O113904,P010,2023-06-27,,,,31.9899998
OI10258,O7017,P004,2023-01-04,2023-01-05,,,25.0
OI120399,O83055,P002,2020-09-30,2020-10-02,,,33.9799995
OI123570,O85239,P002,2023-06-28,2023-06-30,,,33.9799995
OI134274,O92645,P002,2023-06-19,2023-06-22,,,33.9799995
OI134463,O92781,P009,2022-07-16,2022-07-16,,,30.0
OI137426,O94794,P004,2021-02-02,2021-02-04,,,25.0
OI153203,O105554,P009,2020-07-10,2020-07-12,,,30.0
OI164622,O113430,P004,2022-10-17,2022-10-17,,,25.0
OI5242,O3576,P009,2023-04-25,2023-04-28,2023-04-28,,30.0
OI83100,O57240,P009,2023-05-03,2023-05-03,2023-05-04,,30.0
OI97423,O67226,P002,2022-06-15,2022-06-16,2022-06-19,,33.9799995
OI123177,O84964,P009,2022-06-30,2022-06-30,2022-07-05,,30.0
OI153970,O106060,P002,2022-01-09,2022-01-12,2022-01-15,,33.9799995
OI176342,O121500,P009,2023-06-02,2023-06-04,2023-06-05,,30.0
OI103325,O71277,P002,2022-04-20,2022-04-20,2022-04-21,2022-04-22,33.9799995
OI134393,O92733,P009,2021-07-18,2021-07-20,2021-07-24,2021-07-26,30.0
OI32235,O22158,P002,2023-04-03,,,,33.9799995
OI105936,O73096,P002,2023-05-05,,,,33.9799995
OI150117,O103453,P002,2020-09-19,,,,33.9799995
OI6658,O4544,P002,2023-06-29,,,,33.9799995
OI160303,O110479,P004,2023-01-19,,,,25.0
OI42573,O29292,P007,2022-12-22,2022-12-22,,,35.9799995
OI147194,O101458,P007,2023-01-05,2023-01-07,,,35.9799995
OI176630,O121693,P007,2023-06-13,2023-06-13,2023-06-15,,35.9799995
OI36076,O24801,P007,2023-05-24,,,,35.9799995
OI71097,O48922,P007,2023-05-15,,,,35.9799995
OI15278,O10535,P002,2021-07-26,2021-07-29,,,37.9799995
OI25830,O17756,P011,2023-02-05,2023-02-07,,,37.9799995
OI114793,O79158,P011,2023-06-01,2023-06-03,2023-06-04,,37.9799995
OI175665,O121025,P002,2023-06-19,2023-06-19,2023-06-20,,37.9799995
OI123088,O84913,P002,2023-06-24,,,,37.9799995
OI125937,O86871,P011,2021-02-25,,,,37.9799995
OI81592,O56201,P011,2023-03-04,,,,37.9799995
OI121544,O83861,P011,2021-08-17,,,,37.9799995
OI140849,O97099,P002,2022-11-09,,,,37.9799995
OI3766,O2567,P007,2020-09-09,2020-09-07,,,39.9799995
OI22347,O15381,P004,2021-11-07,2021-11-08,,,25.0
OI30636,O21063,P007,2023-03-09,2023-03-11,,,39.9799995
OI136844,O94391,P004,2022-02-06,2022-02-04,,,25.0
OI27193,O18689,P007,2022-09-30,2022-10-02,2022-10-05,,39.9799995
OI40233,O27686,P004,2023-05-20,2023-05-22,2023-05-26,,25.0
OI42814,O29462,P007,2021-02-21,2021-02-22,2021-02-24,,39.9799995
OI157696,O108666,P004,2022-03-24,2022-03-23,2022-03-26,,25.0
OI49240,O33877,P004,2020-11-04,2020-11-01,2020-11-05,2020-11-07,25.0
OI125570,O86630,P004,2022-11-25,2022-11-24,2022-11-28,2022-11-29,25.0
OI25482,O17520,P007,2023-01-28,,,,39.9799995
OI118179,O81547,P007,2021-03-08,,,,39.9799995
OI81508,O56143,P007,2023-01-17,,,,39.9799995
OI140947,O97168,P004,2023-03-26,,,,25.0
OI142316,O98110,P004,2022-04-15,,,,25.0
OI24624,O16951,P009,2023-06-20,2023-06-21,,,30.0
OI32164,O22106,P009,2021-06-14,2021-06-15,,,30.0
OI158866,O109491,P011,2020-02-26,2020-02-28,2020-03-03,,41.9799995
OI124327,O85761,P009,2023-01-19,2023-01-18,2023-01-20,2023-01-21,30.0
OI167170,O115162,P009,2021-12-23,2021-12-22,2021-12-26,2021-12-26,30.0
OI11379,O7823,P011,2022-12-17,,,,41.9799995
OI58595,O40281,P009,2020-07-18,,,,30.0
OI83427,O57454,P009,2022-05-06,,,,30.0
OI47644,O32787,P009,2021-05-08,,,,30.0
OI105197,O72577,P011,2021-04-08,,,,41.9799995
OI51273,O35219,P010,2021-08-24,2021-08-27,,,43.9799995
OI58315,O40080,P010,2023-02-19,2023-02-19,,,43.9799995
OI60897,O41875,P010,2023-06-28,2023-06-29,,,43.9799995
OI114739,O79124,P009,2021-08-13,2021-08-16,,,30.0
OI131252,O90551,P011,2021-10-15,2021-10-15,,,43.9799995
OI84090,O57928,P011,2022-04-02,2022-03-31,2022-03-31,,43.9799995
OI110602,O76287,P010,2023-04-09,2023-04-07,2023-04-12,,43.9799995
OI8773,O6001,P010,2022-10-09,,,,43.9799995
OI125251,O86426,P010,2020-08-22,,,,43.9799995
OI2465,O1670,P011,2023-03-28,,,,43.9799995
OI89982,O62071,P010,2022-09-10,,,,43.9799995
OI96351,O66480,P011,2022-06-27,,,,43.9799995
OI147662,O101785,P011,2023-05-12,,,,43.9799995
OI2724,O1842,P010,2022-09-19,2022-09-20,,,45.9799995
OI4408,O3010,P010,2020-09-18,2020-09-18,,,45.9799995
OI64591,O44433,P010,2022-05-19,2022-05-15,,,45.9799995
OI132467,O91394,P010,2023-06-28,2023-06-26,,,45.9799995
OI463,O313,P010,2020-03-28,2020-03-29,2020-03-30,,45.9799995
OI89949,O62046,P010,2022-09-15,2022-09-14,2022-09-16,2022-09-16,45.9799995
OI86701,O59800,P010,2023-06-28,,,,45.9799995
OI5303,O3623,P009,2023-06-21,2023-06-17,2023-06-21,,30.0
OI67988,O46843,P009,2023-05-22,2023-05-24,2023-05-27,,30.0
OI109213,O75342,P009,2022-11-02,2022-11-02,2022-11-06,,30.0
OI151840,O104618,P009,2021-12-21,2021-12-21,2021-12-22,,30.0
OI167158,O115154,P009,2023-03-16,2023-03-16,2023-03-20,,30.0
OI137048,O94534,P009,2022-02-03,,,,30.0
OI47592,O32752,P011,2023-01-25,2023-01-24,,,55.0
OI61335,O42179,P011,2021-08-30,2021-09-02,,,55.0
OI98391,O67871,P011,2023-02-05,2023-02-06,,,55.0
OI166657,O114824,P011,2023-02-14,2023-02-11,,,55.0
OI57282,O39345,P011,2022-10-27,,,,55.0
OI61621,O42365,P011,2022-09-21,,,,55.0
OI133702,O92245,P004,2023-05-30,2023-06-01,,,8.55000019
OI14268,O9831,P004,2022-06-14,,,,8.55000019
OI67533,O46505,P011,2022-03-07,2022-03-05,,,55.0
OI161758,O111485,P011,2022-10-07,2022-10-08,,,55.0
OI99061,O68314,P011,2023-05-11,2023-05-11,2023-05-15,,55.0
OI135609,O93544,P011,2023-05-27,,,,55.0
OI83771,O57694,P011,2022-03-21,,,,55.0
OI101902,O70269,P001,2022-08-02,2022-07-29,,,32.9500008
OI132606,O91490,P001,2023-05-30,2023-05-31,,,32.9500008
OI137604,O94911,P001,2022-01-17,2022-01-16,,,32.9500008
OI147372,O101585,P001,2020-06-18,2020-06-19,,,32.9500008
OI155340,O107024,P001,2023-05-04,2023-05-04,,,32.9500008
OI151257,O104220,P001,2023-03-13,2023-03-14,2023-03-14,,32.9500008
OI72565,O49940,P001,2021-12-08,2021-12-08,2021-12-09,2021-12-10,32.9500008
OI178931,O123286,P001,2023-06-10,2023-06-11,2023-06-15,2023-06-16,32.9500008
OI152910,O105353,P001,2022-06-05,,,,32.9500008
OI22375,O15397,P004,2021-10-09,2021-10-12,,,25.0
OI169076,O116454,P004,2022-11-27,2022-11-28,,,25.0
OI57183,O39274,P004,2023-06-30,2023-06-30,2023-07-01,,25.0
OI118030,O81440,P004,2022-06-03,2022-06-05,2022-06-08,,25.0
OI131317,O90591,P004,2021-03-31,2021-03-31,2021-04-02,,25.0
OI117005,O80723,P004,2022-07-29,,,,25.0
OI154319,O106312,P004,2022-07-05,,,,25.0
OI15886,O10957,P003,2023-01-14,2023-01-16,,,8.30000019
OI79102,O54456,P003,2023-05-26,2023-05-25,,,8.30000019
OI37935,O26093,P003,2023-06-27,2023-06-28,2023-06-28,,8.30000019
OI107302,O74038,P003,2023-02-04,2023-02-03,2023-02-04,,8.30000019
OI137466,O94818,P003,2022-07-21,,,,8.30000019
OI87051,O60033,P003,2023-03-01,,,,8.30000019
OI1753,O1185,P007,2020-10-25,2020-10-23,,,9.80000019
OI160148,O110373,P007,2022-02-20,2022-02-16,,,9.80000019
OI67310,O46357,P003,2022-12-02,2022-12-03,2022-12-04,,9.80000019
OI97870,O67518,P003,2023-02-23,2023-02-25,2023-02-28,,9.80000019
OI103205,O71195,P007,2021-11-29,2021-11-30,2021-12-03,,9.80000019
OI106382,O73400,P007,2022-06-14,2022-06-15,2022-06-17,,9.80000019
OI178778,O123184,P007,2023-05-30,2023-05-30,2023-05-31,,9.80000019
OI93018,O64157,P003,2021-12-17,,,,9.80000019
OI100010,O68947,P007,2023-03-18,,,,9.80000019
OI123607,O85258,P003,2022-05-09,,,,9.80000019
OI10844,O7441,P007,2022-09-14,,,,9.80000019
OI36536,O25114,P003,2020-02-27,,,,9.80000019
OI43795,O30114,P007,2022-08-03,,,,9.80000019
OI63458,O43626,P007,2020-09-01,,,,9.80000019
OI67707,O46633,P007,2023-03-08,,,,9.80000019
OI97903,O67542,P007,2022-01-30,,,,9.80000019
OI151723,O104543,P003,2023-01-08,,,,9.80000019
OI158125,O108962,P003,2023-04-17,,,,9.80000019
OI78934,O54345,P005,2023-01-18,2023-01-19,,,12.3000002
OI123880,O85462,P005,2023-06-10,2023-06-12,,,12.3000002
OI43894,O30179,P005,2023-05-03,2023-05-04,2023-05-07,,12.3000002
OI168647,O116183,P005,2020-05-25,2020-05-26,2020-05-27,,12.3000002
OI178169,O122761,P005,2023-06-10,2023-06-11,2023-06-16,,12.3000002
OI44362,O30504,P005,2022-07-16,2022-07-17,2022-07-18,2022-07-19,12.3000002
OI10201,O6975,P005,2022-12-06,,,,12.3000002
OI59437,O40851,P005,2022-10-03,,,,12.3000002
OI75687,O52116,P005,2021-12-09,,,,12.3000002
OI128049,O88350,P005,2022-05-11,,,,12.3000002
OI153421,O105701,P005,2022-08-20,,,,12.3000002
OI174808,O120423,P011,2021-03-17,2021-03-16,,,12.8000002
OI55444,O38109,P011,2023-03-20,2023-03-17,2023-03-20,,12.8000002
OI126719,O87416,P011,2022-08-09,2022-08-10,2022-08-11,,12.8000002
OI41379,O28479,P011,2023-06-30,2023-06-30,2023-07-03,2023-07-05,12.8000002
OI85783,O59147,P011,2022-01-19,,,,12.8000002
OI166086,O114432,P006,2020-10-10,2020-10-10,,,13.3000002
OI100878,O69531,P006,2023-03-17,2023-03-15,,,15.3000002
OI118429,O81716,P006,2023-05-03,2023-05-05,2023-05-08,,15.3000002
OI125219,O86402,P006,2023-05-07,2023-05-08,2023-05-09,,15.3000002
OI164831,O113577,P006,2021-07-26,,,,15.3000002
OI25198,O17325,P008,2023-01-15,2023-01-16,2023-01-20,,40.0
OI80544,O55486,P008,2022-05-13,2022-05-13,2022-05-17,,40.0
OI122129,O84259,P008,2023-06-05,2023-06-03,2023-06-04,2023-06-06,40.0
OI125099,O86302,P008,2021-03-03,2021-03-01,2021-03-05,2021-03-06,40.0
OI42041,O28940,P008,2022-03-12,,,,40.0
OI10084,O6899,P008,2022-02-14,,,,40.0
OI24592,O16929,P008,2021-05-22,,,,40.0
OI22367,O15393,P007,2022-09-24,2022-09-25,,,33.9500008
OI53520,O36777,P007,2022-01-04,2022-01-06,,,33.9500008
OI104174,O71874,P007,2021-07-03,2021-07-06,,,33.9500008
OI135123,O93215,P007,2021-04-24,2021-04-25,,,33.9500008
OI12716,O8735,P007,2023-03-03,2023-03-03,2023-03-06,,33.9500008
OI22811,O15690,P007,2020-06-28,2020-06-29,2020-07-01,,33.9500008
OI28440,O19536,P007,2022-09-10,2022-09-13,2022-09-17,,33.9500008
OI122955,O84819,P007,2023-05-04,2023-05-02,2023-05-05,,33.9500008
OI28743,O19743,P007,2020-11-11,2020-11-09,2020-11-11,2020-11-12,33.9500008
OI121295,O83682,P007,2022-11-16,2022-11-13,2022-11-17,2022-11-20,33.9500008
OI34831,O23951,P004,2023-05-29,2023-05-29,,,25.0
OI43803,O30120,P004,2022-05-18,2022-05-21,,,25.0
OI60183,O41383,P004,2022-07-12,2022-07-12,,,25.0
OI82039,O56511,P004,2022-03-19,2022-03-20,,,25.0
OI137376,O94757,P004,2023-01-25,2023-01-25,,,25.0
OI75858,O52229,P004,2019-11-21,2019-11-22,2019-11-24,,25.0
OI92286,O63657,P004,2023-03-12,2023-03-11,2023-03-15,,25.0
OI154758,O106621,P004,2021-04-30,2021-05-03,2021-05-04,,25.0
OI1382,O928,P004,2022-10-22,2022-10-24,2022-10-24,2022-10-25,25.0
OI26313,O18081,P004,2022-11-14,2022-11-14,2022-11-18,2022-11-20,25.0
OI41403,O28492,P004,2023-07-01,2023-06-30,2023-07-04,2023-07-05,25.0
OI69291,O47698,P004,2023-06-22,2023-06-24,2023-06-26,2023-06-26,25.0
OI153694,O105885,P004,2023-02-03,,,,25.0
OI160608,O110692,P004,2022-07-07,,,,25.0
OI160660,O110728,P004,2020-10-07,,,,25.0
OI14136,O9735,P004,2021-11-06,2021-11-05,,,8.51000023
OI24497,O16859,P004,2023-05-31,2023-06-01,,,8.51000023
OI36594,O25153,P004,2022-03-11,2022-03-09,,,8.51000023
OI46406,O31911,P004,2021-05-11,2021-05-12,2021-05-14,,8.51000023
OI105940,O73099,P004,2022-09-04,2022-09-05,2022-09-07,2022-09-10,8.51000023
OI157645,O108635,P004,2021-07-27,,,,8.51000023
OI724,O477,P002,2021-08-01,2021-07-31,,,11.0100002
OI37706,O25932,P003,2021-08-10,2021-08-11,,,11.0100002
OI56168,O38578,P002,2022-06-12,2022-06-09,,,11.0100002
OI83848,O57754,P003,2020-02-21,2020-02-22,,,11.0100002
OI129794,O89560,P002,2023-06-12,2023-06-12,,,11.0100002
OI90857,O62664,P003,2022-12-07,2022-12-08,2022-12-10,,11.0100002
OI138415,O95453,P002,2022-02-19,2022-02-21,2022-02-24,,11.0100002
OI83903,O57791,P002,2023-04-19,2023-04-21,2023-04-25,2023-04-27,11.0100002
OI21319,O14670,P002,2023-06-27,,,,11.0100002
OI44048,O30276,P002,2023-04-28,,,,11.0100002
OI113058,O77988,P002,2023-01-01,,,,11.0100002
OI147560,O101710,P002,2022-03-11,,,,11.0100002
OI152062,O104778,P003,2022-10-01,,,,11.0100002
OI134814,O93009,P011,2022-10-17,2022-10-16,,,55.0
OI90495,O62425,P011,2023-02-01,2023-02-01,2023-02-05,,55.0
OI150167,O103490,P011,2020-05-03,2020-05-04,2020-05-07,,55.0
OI173160,O119258,P011,2021-05-26,,,,55.0
OI123925,O85495,P004,2023-06-24,2023-06-26,2023-06-30,,25.0
OI144892,O99875,P004,2022-05-11,,,,25.0
OI48915,O33660,P004,2020-05-24,,,,25.0
OI111966,O77241,P006,2023-06-13,2023-06-11,,,8.76000023
OI15057,O10387,P006,2022-01-21,2022-01-23,2022-01-24,,8.76000023
OI9951,O6807,P006,2021-09-19,2021-09-22,2021-09-23,2021-09-25,8.76000023
OI9349,O6379,P006,2022-10-07,,,,8.76000023
OI162743,O112169,P006,2023-01-20,,,,8.76000023
OI130913,O90317,P003,2021-05-05,2021-05-02,,,10.7600002
OI116481,O80350,P003,2020-12-06,2020-12-07,2020-12-11,,10.7600002
OI162551,O112028,P003,2023-01-09,2023-01-11,2023-01-13,,10.7600002
OI177041,O121979,P003,2022-01-23,,,,10.7600002
OI58918,O40506,P003,2023-03-28,,,,10.7600002
OI140068,O96553,P007,2022-08-15,2022-08-11,,,19.7700005
OI141970,O97885,P007,2022-07-31,2022-07-27,,,19.7700005
OI165973,O114348,P007,2022-05-11,2022-05-12,,,19.7700005
OI141893,O97829,P007,2022-06-26,2022-06-28,2022-06-30,,19.7700005
OI142506,O98240,P007,2022-05-20,2022-05-17,2022-05-22,,19.7700005
OI123135,O84941,P007,2020-01-02,,,,19.7700005
OI43214,O29725,P007,2022-05-13,,,,19.7700005
OI45616,O31366,P007,2023-04-12,,,,19.7700005
OI1405,O944,P011,2021-08-16,2021-08-18,,,22.0499992
OI171853,O118341,P011,2022-12-26,2022-12-27,,,22.0499992
OI80799,O55660,P011,2020-08-13,2020-08-16,2020-08-18,,22.0499992
OI90745,O62595,P011,2022-07-18,2022-07-15,2022-07-17,,22.0499992
OI166730,O114870,P011,2021-11-28,2021-11-28,2021-11-30,,22.0499992
OI160255,O110442,P011,2020-07-23,2020-07-25,2020-07-27,2020-07-29,22.0499992
OI15138,O10437,P011,2022-08-05,,,,22.0499992
OI114808,O79167,P004,2023-05-30,2023-05-31,,,25.0
OI154810,O106658,P004,2021-09-14,2021-09-14,,,25.0
OI141585,O97599,P004,2020-11-04,2020-11-06,2020-11-07,,25.0
OI35732,O24585,P004,2023-02-07,2023-02-06,2023-02-09,2023-02-11,25.0
OI115154,O79420,P004,2022-10-05,2022-10-02,2022-10-04,2022-10-05,25.0
OI41420,O28507,P004,2021-11-25,,,,25.0
OI3688,O2512,P011,2022-10-06,2022-10-05,,,55.0
OI30483,O20961,P007,2022-12-06,2022-12-07,,,40.0
OI62181,O42756,P004,2022-08-21,2022-08-22,,,25.0
OI84025,O57879,P004,2022-10-21,2022-10-22,,,25.0
OI106995,O73833,P007,2023-04-14,2023-04-15,,,40.0
OI126188,O87044,P007,2019-09-06,2019-09-08,,,40.0
OI130139,O89809,P011,2023-05-08,2023-05-09,,,55.0
OI141078,O97257,P007,2021-09-24,2021-09-27,,,40.0
OI163098,O112417,P011,2023-01-25,2023-01-28,,,55.0
OI22248,O15314,P004,2020-10-22,2020-10-23,2020-10-28,,25.0
OI27314,O18766,P011,2022-11-28,2022-12-01,2022-12-02,,55.0
OI68132,O46945,P011,2023-02-17,2023-02-19,2023-02-21,,55.0
OI163271,O112525,P011,2019-05-03,2019-05-05,2019-05-09,,55.0
OI153529,O105771,P004,2022-03-26,2022-03-23,2022-03-25,2022-03-27,25.0
OI50725,O34865,P007,2023-06-11,,,,40.0
